n=50, m/n=3.5, GSAT Success: 100.0%, Total Flips: 3333, Time: 2.94 seconds
n=50, m/n=3.6, GSAT Success: 100.0%, Total Flips: 3383, Time: 2.73 seconds
n=50, m/n=3.7, GSAT Success: 100.0%, Total Flips: 3725, Time: 2.61 seconds
n=50, m/n=3.8, GSAT Success: 100.0%, Total Flips: 3543, Time: 2.95 seconds
n=50, m/n=3.9, GSAT Success: 100.0%, Total Flips: 2916, Time: 2.86 seconds
n=50, m/n=4.0, GSAT Success: 100.0%, Total Flips: 3778, Time: 2.52 seconds
n=50, m/n=4.1, GSAT Success: 100.0%, Total Flips: 4030, Time: 2.68 seconds
n=50, m/n=4.2, GSAT Success: 100.0%, Total Flips: 4256, Time: 2.53 seconds
n=50, m/n=4.3, GSAT Success: 100.0%, Total Flips: 3866, Time: 2.55 seconds
n=50, m/n=4.4, GSAT Success: 100.0%, Total Flips: 3642, Time: 2.70 seconds
n=50, m/n=4.5, GSAT Success: 100.0%, Total Flips: 5135, Time: 3.07 seconds
n=50, m/n=4.6, GSAT Success: 100.0%, Total Flips: 3779, Time: 2.84 seconds
n=50, m/n=4.7, GSAT Success: 100.0%, Total Flips: 6509, Time: 3.43 seconds
n=50, m/n=4.8, GSAT Success: 100.0%, Total Flips: 5229, Time: 3.10 seconds
n=50, m/n=4.9, GSAT Success: 100.0%, Total Flips: 4478, Time: 3.16 seconds
n=50, m/n=5.0, GSAT Success: 100.0%, Total Flips: 6560, Time: 3.68 seconds
n=50, m/n=5.1, GSAT Success: 100.0%, Total Flips: 4971, Time: 3.34 seconds
n=50, m/n=5.2, GSAT Success: 100.0%, Total Flips: 4592, Time: 3.37 seconds
n=50, m/n=5.3, GSAT Success: 100.0%, Total Flips: 4063, Time: 2.94 seconds
n=50, m/n=5.4, GSAT Success: 100.0%, Total Flips: 4553, Time: 3.28 seconds
n=50, m/n=1.5, GSAT Success: 100.0%, Total Flips: 1403, Time: 2.35 seconds
n=50, m/n=1.6, GSAT Success: 100.0%, Total Flips: 1482, Time: 2.23 seconds
n=50, m/n=1.7, GSAT Success: 100.0%, Total Flips: 1684, Time: 2.30 seconds
n=50, m/n=1.8, GSAT Success: 100.0%, Total Flips: 1717, Time: 2.43 seconds
n=50, m/n=1.9, GSAT Success: 100.0%, Total Flips: 1662, Time: 2.40 seconds
n=50, m/n=2.0, GSAT Success: 100.0%, Total Flips: 1862, Time: 2.43 seconds
n=50, m/n=2.1, GSAT Success: 100.0%, Total Flips: 2185, Time: 2.62 seconds
n=50, m/n=2.2, GSAT Success: 100.0%, Total Flips: 1767, Time: 2.40 seconds
n=50, m/n=2.3, GSAT Success: 100.0%, Total Flips: 2112, Time: 2.65 seconds
n=50, m/n=2.4, GSAT Success: 100.0%, Total Flips: 2076, Time: 2.81 seconds
n=50, m/n=2.5, GSAT Success: 100.0%, Total Flips: 2161, Time: 2.77 seconds
n=50, m/n=2.6, GSAT Success: 100.0%, Total Flips: 2422, Time: 2.81 seconds
n=50, m/n=2.7, GSAT Success: 100.0%, Total Flips: 2497, Time: 2.87 seconds
n=50, m/n=2.8, GSAT Success: 100.0%, Total Flips: 2214, Time: 2.74 seconds
n=50, m/n=2.9, GSAT Success: 100.0%, Total Flips: 3184, Time: 3.60 seconds
n=50, m/n=3.0, GSAT Success: 100.0%, Total Flips: 2599, Time: 4.00 seconds
n=50, m/n=3.1, GSAT Success: 100.0%, Total Flips: 2563, Time: 3.35 seconds
n=50, m/n=3.2, GSAT Success: 100.0%, Total Flips: 3407, Time: 3.55 seconds
n=50, m/n=3.3, GSAT Success: 100.0%, Total Flips: 3143, Time: 3.61 seconds
n=50, m/n=3.4, GSAT Success: 100.0%, Total Flips: 3697, Time: 4.04 seconds
n=100, m/n=3.5, GSAT Success: 96.0%, Total Flips: 20187, Time: 8.17 seconds
n=100, m/n=3.6, GSAT Success: 96.0%, Total Flips: 19849, Time: 9.39 seconds
n=100, m/n=3.7, GSAT Success: 97.0%, Total Flips: 17308, Time: 8.71 seconds
n=100, m/n=3.8, GSAT Success: 97.0%, Total Flips: 15809, Time: 8.84 seconds
n=100, m/n=3.9, GSAT Success: 97.0%, Total Flips: 15457, Time: 8.74 seconds
n=100, m/n=4.0, GSAT Success: 95.0%, Total Flips: 20440, Time: 8.69 seconds
n=100, m/n=4.1, GSAT Success: 97.0%, Total Flips: 18152, Time: 9.02 seconds
n=100, m/n=4.2, GSAT Success: 97.0%, Total Flips: 15935, Time: 9.24 seconds
n=100, m/n=4.3, GSAT Success: 94.0%, Total Flips: 28916, Time: 11.33 seconds
n=100, m/n=4.4, GSAT Success: 91.0%, Total Flips: 31919, Time: 10.91 seconds
n=100, m/n=4.5, GSAT Success: 91.0%, Total Flips: 32685, Time: 11.48 seconds
n=100, m/n=4.6, GSAT Success: 94.0%, Total Flips: 26931, Time: 12.83 seconds
n=100, m/n=4.7, GSAT Success: 96.0%, Total Flips: 23897, Time: 12.71 seconds
n=100, m/n=4.8, GSAT Success: 95.0%, Total Flips: 23708, Time: 12.63 seconds
n=100, m/n=4.9, GSAT Success: 90.0%, Total Flips: 33818, Time: 13.84 seconds
n=100, m/n=5.0, GSAT Success: 91.0%, Total Flips: 33666, Time: 14.08 seconds
